id,code,descripcion,similar
11196,42222008,Kits o accesorios de bombas de infusión,
11197,42222009,Actuador de jeringa para un inyector,
11198,42222100,Sistemas de transporte y suspensión de equipo arterial y intravenoso,
11199,42222101,Colgadores de equipos de línea arterial o intravenosa,
11200,42222102,Rieles o colgadores montados para sistemas de infusión intravenosa por gravedad,
11201,42222103,Postes de infusión intravenosa para sillas de ruedas,
11202,42222104,Postes o puestos de línea arterial o intravenosa,
11203,42222200,Sistemas de inyectar y retirar intravenosos sin aguja,
11204,42222201,Sets de jeringas de inyección intravenosa sin aguja o cánula de inyección,
11205,42222202,Cánulas o adaptadores o decantadores para el retiro de vial o bolsa sin aguja,
11206,42222300,Productos de transfusión y administración de sangre,
11207,42222301,Kits de administración de transfusión de sangre,
11208,42222302,Filtros o accesorios o pantallas para transfusión de sangre,
11209,42222303,Sistemas de identificación para administración o transfusión de sangre,
11210,42222304,Tubos para administración o transfusión de sangre,
11211,42222305,Pinzas para tubos de administración o transfusión de sangre,
11212,42222306,Sistemas de recolección de desechos para administración o transfusión de sangre,
11213,42222307,Sistemas de calentamiento o transfusión de sangre,
11214,42222308,Bolsas o contenedores para administración o transfusión de sangre,
11215,42222309,Sistemas de conservación para administración o transfusión de sangre,
11216,42231500,Suministros y equipo de alimentación enteral,
11217,42231501,Bombas de infusión para alimentación enteral,
11218,42231502,Sets de administración de alimentación enteral,
11219,42231503,Sets o bandejas de irrigación para alimentación enteral,
11220,42231504,Bolsas o contenedores para nutrición enteral,
11221,42231505,Adaptadores o conectores o extensiones para alimentación enteral,
11222,42231506,Dispositivos para asegurar tubos naso entéricos,
11223,42231507,Cepillos para limpiar tubos enterales,
11224,42231508,Válvulas de fijación de alimentación enteral,
11225,42231509,Cámaras de pesaje de nutrición enteral,
11226,42231510,Sets de tubos de bombeo de infusión para alimentación enteral,
11227,42231600,Accesorios o dispositivos de acceso de jejunostomía y gastronomía,
11228,42231601,Tubos de gastrostomía para uso general,
11229,42231602,Tubos para gastrostomía endoscópica percutánea,
11230,42231603,Tubos para yeyunostomía,
11231,42231604,Botones de acceso gástrico,
11232,42231605,Sujetadores de tubos de gastrostomía o yeyunostomía,
11233,42231606,Kits de descompresión del colon,
11234,42231608,Sets de catéter y aguja para yeyunostomía,
11235,42231609,Kits de tubos de alimentación para gastrostomía,
11236,42231700,Tubos naso-entéricos,
11237,42231701,Tubos nasogástricos,
11238,42231702,Tubos nasoyeyunales,
11239,42231703,Tubos de descompresión gástrica,
11240,42231704,Tubos naso entéricos no clasificados en otra parte,
11241,42231705,Filtros nasogástricos,
11242,42231800,Fórmulas y productos para apoyo nutritivo,Suplementos alimenticios
11243,42231801,Fórmulas de suplementos para adultos de uso general,
11244,42231802,Fórmulas de suplementos pediátricos,
11245,42231803,Fórmulas de suplementos específicos para enfermedades de adultos,
11246,42231804,Fórmulas de suplementos específicos para enfermedades pediátricas,
11247,42231805,Barras nutricionales o pudín u otros suplementos,
11248,42231806,Espesantes de comidas o bebidas nutricionales para uso médico,
11249,42231807,Chupos de teteros,
11250,42231808,Botellas de alimentación o accesorios,
11251,42231900,Equipo y suministros de lactancia materna,
11252,42231901,Bombas de seno o sus accesorios,
11253,42231902,Conchas o protectores de senos,
11254,42231903,Kits de bombas de senos,
11255,42231904,Almohada para lactancia,
11256,42232000,"Trituradores de pastillas, cortapastillas y productos relacionados",
11257,42232001,Pulverizadores de tabletas o accesorios,
11258,42232002,Dispensadores o accesorios de pulverizadores de tabletas,
11259,42232003,Cortadores de tabletas o accesorios,
11260,42241500,Suministros de vaciado de escayola y tablillas,
11261,42241501,Zapatos de yeso,
11262,42241502,Materiales para acolchonar yesos o tablillas,
11263,42241503,Protectores de yesos o tablillas,
11264,42241504,Media o revestimientos para yeso o tablillas,
11265,42241505,Rollos o cintas para enyesar para uso ortopédico,
11266,42241506,Material de yeso para tablillas para uso ortopédico,
11267,42241507,Sistemas de tablillas ortopédicas,
11268,42241509,Componentes de ortesis termoplástica,
11269,42241510,Kits o materiales para tablillas termoplásticas,
11270,42241511,Sets de tablillas de tracción,
11271,42241512,Materiales de unión de yesos o tablillas,
11272,42241513,Estuches para transportar y almacenar tablillas o tablillas pre cortadas o sistemas de tablillas,
11273,42241514,Rollos de instrumentos para sets o accesorios de tablillas,
11274,42241515,Estuches para tablillas o accesorios,
11275,42241516,Marcador para material de entablillado,
11276,42241517,Esparcidor de yeso,
11277,42241600,Equipo y piezas y accesorios de vaciado de escayola,
11278,42241601,Carritos para yeso o tablillas,
11279,42241602,Cortadores o sierras para yeso,
11280,42241603,Sistemas de remoción de yeso,
11281,42241604,Vacíos de yeso,
11282,42241606,Bandejas de impresión de yeso,
11283,42241607,Puestos de yeso,
11284,42241700,Productos blandos ortopédicos para la extremidad inferior,
11285,42241701,Fieltros de recubrimiento ortopédico para tobillo o pie,
11286,42241702,Fieltros de recubrimiento ortopédico para cadera,
11287,42241703,Soportes de abrazaderas de rodilla o de abrazaderas de rodilla articuladas,
11288,42241704,Inmovilizadores o vendas artroscópicas para rodilla,
11289,42241705,Fieltros de recubrimiento ortopédico para pierna o accesorios,
11290,42241706,Productos ortóticos o para el cuidado de los pies,
11291,42241707,Abrazaderas para caminar,
11292,42241708,Almohadas para fractura del fémur,
11293,42241709,Zapatos post operatorios o accesorios,
11294,42241800,Productos blando ortopédicos para el torso y extremidad superior,
11295,42241801,Fieltros de recubrimiento ortopédico para el brazo,
11296,42241802,Fieltros de recubrimiento ortopédico para la espalda o lumbares o para el sacro,
11297,42241803,Collares cervicales o abrazaderas para el cuello,
11298,42241804,Fieltros de recubrimiento ortopédico para la clavícula,
11299,42241805,Fieltros de recubrimiento ortopédico para el codo,
11300,42241806,Fieltros de recubrimiento ortopédico para el antebrazo o la muñeca o el pulgar,
11301,42241807,Fieltros de recubrimiento ortopédico para la mano o el dedo,
11302,42241808,Fieltros de recubrimiento ortopédico para las costillas o el abdomen,
11303,42241809,Fieltros de recubrimiento ortopédico para los hombros,
11304,42241811,Faja para hernias,
11305,42241900,Suministros de tablillas dinámicas y batangas,
11306,42241901,Kits de tablillas estabilizadoras,
11307,42241902,Partes o accesorios de tablillas estabilizadoras,
11308,42242000,"Dispositivos, accesorios y suministros protésicos",
11309,42242001,Dispositivos prostéticos para las extremidades inferiores,
11310,42242002,Dispositivos prostéticos para las extremidades superiores,
11311,42242003,Dispositivos o accesorios de sujeción prostética,
11312,42242004,Media o forro prostético de muñón,
11313,42242100,Suministros y accesorios de tracción ortopédica,
11314,42242101,Suministros de tracción de brazo,
11315,42242102,Suministros de tracción de mano o dedos,
11316,42242103,Suministros de tracción de cabeza o cuello,
11317,42242104,Suministros de tracción de piernas,
11318,42242105,Carritos móviles de tracción,
11319,42242106,Suministros de tracción de pelvis o espalda,
11320,42242107,Suministros de terapia de tracción de perno,
11321,42242108,Hardware o pesas de tracción ortopédica,
11322,42242109,Fieltros de recubrimiento de tracción ortopédica para uso general,
11323,42242300,Equipo y suministros ortopédicos,
11324,42242301,Bombas de cicatriz ortopédica,
11325,42242302,Aplicaciones ortopédicas de miembro superior,
11326,42251500,Productos de terapia y evaluación sensoria y perceptual y dexteridad y cognitiva,
11327,42251501,Productos de enseñanza para vestirse,
11328,42251502,Productos para evaluación o pruebas cognitivas o de destreza o de percepción o sensoriales,
11329,42251503,Juegos terapéuticos,
11330,42251504,Tableros perforados o tableros de actividades de uso terapéutico,
11331,42251505,Rompecabezas de uso terapéutico,
11332,42251506,Cajas de decoración de uso terapéutico,
11333,42251600,Equipo y dispositivos de ejercicio de rehabilitación,
11334,42251601,Vigas de balance o de soporte o mecedoras para rehabilitación o terapia,
11335,42251602,Dispositivos para escalar para rehabilitación o terapia,
11336,42251603,Dispositivos o accesorios de moción pasiva continua cpm,
11337,42251604,Patines de ejercicio de extremidades para rehabilitación o terapia,
11338,42251605,Pedales de ejercicio para rehabilitación o terapia,
11339,42251606,Tablas para ejercicios sin gravedad para rehabilitación o terapia,
11340,42251607,Poleas o accesorios para rehabilitación o terapia,
11341,42251608,Bandas de ejercicio o masilla o tubos o accesorios para rehabilitación o terapia,
11342,42251609,Patinetas o patines de ocho figuras para rehabilitación o terapia,
11343,42251610,Pelotas o accesorios terapéuticos,
11344,42251611,Dispositivos de movimiento vestibular para rehabilitación o terapia,
11345,42251612,Pesas o sets o accesorios para rehabilitación o terapia,
11346,42251613,Bandas caminadoras ejercitadoras para rehabilitación o terapia,
11347,42251614,Bolsas de arena o sets de bolsas de arena para rehabilitación o terapia,
11348,42251615,Cinturones de pesas o kits para rehabilitación o terapia,
11349,42251616,Vibradores eléctricos para rehabilitación o terapia,
11350,42251617,Asientos acolchonados o accesorios terapéuticos,
11351,42251618,Ejercitadoras de muñecas para rehabilitación o terapia,
11352,42251619,Arcilla cerámica terapéutica o accesorios,
11353,42251620,Esterillas o plataformas para rehabilitación o terapia,
11354,42251621,Ejercitadoras de bota para rehabilitación o terapia,
11355,42251622,Ejercitadoras de pulmón para rehabilitación o terapia,
11356,42251623,Aparatos o suministros para terapia ultrasónica,
11357,42251624,Máquinas de pesas para rehabilitación o terapia,
11358,42251625,Equipos de ejercicio de mandíbulas,
11359,42251700,Productos para entrenamiento del modo de andar,
11360,42251701,Cinturones de manera de caminar para rehabilitación o terapia,
11361,42251702,Rampas de entrenamiento para rehabilitación o terapia,
11362,42251703,Escaleras de entrenamiento para rehabilitación o terapia,
11363,42251704,Barras de manera de caminar para rehabilitación o terapia,
11364,42251705,Barras paralelas para rehabilitación o terapia,
11365,42251706,Caminadoras o bicicletas o ejercitadoras de manera de caminar,
11366,42251800,Equipo para hacer dura el trabajo para rehabilitación o terapia,
11367,42251801,Tableros de salto o accesorios para rehabilitación o terapia,
11368,42251802,Cajas de levantar o accesorios para rehabilitación o terapia,
11369,42251803,Árboles de tubos o accesorios para rehabilitación o terapia,
11370,42251804,Carros de halar o empujar o accesorios para rehabilitación o terapia,
11371,42251805,Mesas o estaciones de trabajo o accesorios para rehabilitación o terapia,
11372,42261500,Suministros y instrumentos para disección de patología,
11373,42261501,Tijeras para autopsias,
11374,42261502,Fórceps de disección de uso general para autopsias,
11375,42261503,Sondas de bala para autopsias,
11376,42261504,Jaladores de hilo o aguja para autopsias,
11377,42261505,Cuchillos o cuchillas para autopsias,
11378,42261506,Cinceles u osteotomos para autopsias,
11379,42261507,Hilo post mortem,
11380,42261508,Agujas post mortem,
11381,42261509,Kits de disección para autopsias,
11382,42261510,Ganchos de incisión post mortem,
11383,42261511,Directores de vena para autopsias,
11384,42261512,Sierras para autopsias,
11385,42261513,Cuchillas de sierra o accesorios para autopsias,
11386,42261514,Tablas o almohadillas de disección,
11387,42261515,Estuches para instrumentos o accesorios quirúrgicos post mortem,
11388,42261516,Rollos de instrumentos para instrumentos o accesorios quirúrgicos post mortem,
11389,42261600,Suministros y equipo de autopsia,
11390,42261601,Recolectores de polvo de huesos,
11391,42261602,Bolsa para cadáver de uso médico,
11392,42261604,Apoya cabezas para autopsias,
11393,42261605,Tablas de cuerpo para autopsias,
11394,42261606,Balanzas colgantes para autopsias,
11395,42261607,Bolsas o contenedores para especímenes para autopsias,
11396,42261608,Kits de enfermedades infecciosas para autopsias,
11397,42261609,Cintas o brazaletes de identificación post mortem,
11398,42261610,Aspiradoras o tubos de vacío para recolección de fluidos para autopsias,
11399,42261611,Termómetros rectales post mortem,
11400,42261612,Dispositivos para enderezar dedos post mortem,
11401,42261613,Kits de construcción de tejidos de cadáveres,
11402,42261700,Muebles de autopsia,
11403,42261701,Estaciones de trabajo para autopsia macroscópica o accesorios,
11404,42261702,Lavaderos o accesorios para autopsias,
11405,42261703,Tablas o accesorios para autopsias,
11406,42261704,Tablas para necropsia o accesorios,
11407,42261705,Tablas o accesorios para disección de animales post mortem,
11408,42261706,Estaciones de trabajo para embalsamar o accesorios,
11409,42261707,Estaciones de trabajo para autopsias de drenaje o accesorios,
11410,42261800,Equipo y suministros de transporte y almacenaje del cadáver,
11411,42261801,Gabinetes de almacenamiento de cadáveres,
11412,42261802,Transportadores de cadáveres,
11413,42261803,Poleas de elevación de tijeras para cadáveres,
11414,42261804,Gabinetes refrigeradores para las morgues,
11415,42261805,Cuartos refrigeradores para la morgue,
11416,42261806,Congeladores para morgues,
11417,42261807,Carritos de autopsia,
11418,42261808,Bandejas para cadáveres,
11419,42261809,Dispositivos de elevación o transferencia de cadáveres,
11420,42261810,Contenedores para transporte de cuerpos,
11421,42261900,Equipo y suministros forenses clínicos,
11422,42261901,Materiales de huellas dactilares o impresión post mortem,
11423,42261902,Máscaras anti putrefacción,
11424,42261903,Kits o suministros de detección de sangre post mortem,
11425,42261904,Kits de recolección de evidencia biológica,
11426,42262000,Equipo y suministros de embalsamar,
11427,42262001,Inyectores de cavidad para embalsamar,
11428,42262002,Tubos de drenaje de venas para embalsamar,
11429,42262003,Fluidos para embalsamar o tratamientos químicos,
11430,42262004,Tubos de inyección para embalsamar,
11431,42262005,Lavaderos o accesorios para embalsamar,
11432,42262006,Kits para embalsamar,
11433,42262007,Agujas inyectoras para embalsamar,
11434,42262008,Protectores de ojos,
11435,42262100,Equipo y suministros funerarios,
11436,42262101,Trajes mortuorios,
11437,42262102,Paquetes mortuorios,
11438,42262103,Lienzos mortuorios,
11439,42262104,Aspiradoras mortuorias,
11440,42262105,Compuestos endurecedores mortuorios,
11441,42271500,Productos para el control respiratorio,
11442,42271501,Monitores de apnea o accesorios,
11443,42271502,Monitores de gas arterial o accesorios,
11444,42271503,Monitores de óxido de carbono exhalado o suministros,
11445,42271504,Estetoscopios esofágicos,
11446,42271505,Kits de monitoreo respiratorio o sus accesorios,
11447,42271506,Monitores de oxígeno o suministros,
11448,42271600,Productos de comprobación y tratamiento de las funciones pulmonares,
11449,42271601,Pletismógrafos de cuerpo,
11450,42271602,Espirómetros o sus accesorios o suministros,
11451,42271603,Pantallas de función pulmonar para junto a la cama,
11452,42271604,Flujómetros de pico,
11453,42271605,Calculadoras de función pulmonar,
11454,42271606,Dispositivos de calibración pulmonar,
11455,42271607,Tubos de función pulmonar o accesorios,
11456,42271608,Productos de prueba de estrés pulmonar,
11457,42271609,Monitores de estudio de sueño o accesorios,
11458,42271610,Monitores transcutáneos o productos relacionados,
11459,42271611,Monitores de ventilación pulmonar,
11460,42271612,Analizadores o monitores de gas pulmonar,
11461,42271613,Monitores de presión pulmonar,
11462,42271614,Monitores de temperatura respiratoria,
11463,42271615,Neumotacos,
11464,42271616,Filtros de monitoreo de función pulmonar,
11465,42271617,Percusores de pecho,
11466,42271618,Estilógrafos grabadores para espirómetros,
11467,42271619,Entrenador de músculos de inhalación,
11468,42271620,Monitor de agua en los pulmones,
11469,42271621,Dispositivo de terapia de presión de exhalación positiva pep,
11470,42271622,Chaleco de despeje de vías aéreas,
11471,42271700,Sistemas y dispositivos de terapia de entrega de oxígeno,
11472,42271701,Cilindros de gas o dispositivos relacionados para uso médico,
11473,42271702,Concentradores de oxígeno,
11474,42271703,Mezcladores de aire de oxígeno,
11475,42271704,Temporizadores de oxígeno,
11476,42271705,Conectores o adaptadores de suministro de oxígeno,
11477,42271706,Compresores para terapia respiratoria,
11478,42271707,Sensores de flujo o reguladores o componentes,
11479,42271708,Máscaras de oxígeno o partes para uso médico,
11480,42271709,Cánulas nasales para uso médico,
11481,42271710,Catéteres nasales o kits de cateterización para uso médico,
11482,42271711,Capuchas para la cabeza para uso médico,
11483,42271712,Carpas de aerosol para uso médico,
11484,42271713,Cámaras hiperbáricas para uso médico,
11485,42271714,Incubadoras para uso médico,
11486,42271715,Tubos o conectores de oxígeno para uso médico,
11487,42271716,Estuches para insufladores nasales,
11488,42271717,Inhaladores o sets,
11489,42271718,Accesorios para productos de sistemas de entrega de oxígeno para terapia o sus suministros,
11490,42271719,Insuflador de oxígeno o sus accesorios,
11491,42271720,Convertidores de oxígeno líquido,
11492,42271721,Filtros de concentradores de oxígeno,
11493,42271722,Computador de toma de oxígeno,
11494,42271800,Productos de terapia aerosol y humedad respiratoria,
11495,42271801,Humidificadores o vaporizadores respiratorios,
11496,42271802,Nebulizadores o accesorios,
11497,42271803,Sets de transferencia para terapia respiratoria,
11498,42271900,Productos para la gestión de la vía aérea,
11499,42271901,Vías aéreas faríngeas,
11500,42271902,Tubos esofágicos,
11501,42271903,Tubos endotraqueales,
11502,42271904,Tubos de traqueotomía,
11503,42271905,Tubos endobronquiales,
11504,42271906,Kits de reparación de tubos endotraqueales o de traqueotomía,
11505,42271907,Productos de aspiradores respiratorios o accesorios,
11506,42271908,Sujetadores de vías aéreas artificiales,
11507,42271909,Accesorios de vías aéreas artificiales,
11508,42271910,Sets endotraqueales o de traqueotomía,
11509,42271911,Kits de manómetros respiratorios,
11510,42271912,Tubos nasofaríngeos,
11511,42271913,Vías aéreas faríngeas o kits de vías aéreas,
11512,42271914,Mordazas de presión de vías aéreas,
11513,42271915,Accesorios de traqueotomía,
11514,42271916,Faringómetro o accesorios,
11515,42272000,Suministros de intubación,
11516,42272001,Laringoscopios o accesorios,
11517,42272002,Aerosoles laríngeos,
11518,42272003,Bloques de mordida,
11519,42272004,Estiletes de intubación,
11520,42272005,Fórceps de intubación,
11521,42272006,Introductores,
11522,42272007,Herramientas de doblado,
11523,42272008,Sondas o guías de intubación,
11524,42272009,Detectores de dióxido de carbono para pacientes,
11525,42272011,Catéteres de succión o sus accesorios,
11526,42272016,Quillas laríngeas o accesorios,
11527,42272017,Componentes o accesorios de intubación,
11528,42272100,Ventiladores de presión mecánica negativa,
11529,42272101,Pulmón de hierro,
11530,42272102,Productos de coraza de pecho,
11531,42272200,Ventiladores y accesorios de presión mecánica positiva,
11532,42272201,Máquinas respiradoras de presión positiva intermitente ippb,"Respiradores para SARS-CoV-2, Respiradores para COVID, Respiradores para COVID-19"
11533,42272202,Máquinas de presión de aire positivo continuo no invasivo,
11534,42272203,Máquinas de doble nivel no invasivas,
11535,42272204,Ventiladores de transporte,
11536,42272205,Ventiladores para cuidados intensivos de adultos o pediátricos,
11537,42272206,Ventiladores para cuidado intensivo de bebés,
11538,42272207,Ventiladores de alta frecuencia,
11539,42272208,Ventiladores de cuidado en casa,
11540,42272209,Circuitos de ventiladores o de respiración,
11541,42272210,Bolsas de circuito de respiración,
11542,42272211,Productos de hiperventilación,
11543,42272212,Válvulas de presión de exhalación y positiva peep,
11544,42272213,Máscaras o correas de presión de vías aéreas positivas continuas cpap,
11545,42272214,Conectores o adaptadores o válvulas de circuitos,
11546,42272215,Suministros de chequeo de ventiladores,
11547,42272216,Termómetros de ventiladores,
11548,42272217,Trampas de agua para ventiladores,
11549,42272218,Puertos o líneas de muestreo de gas para ventiladores,
11550,42272219,Intercambiadores o filtros de calor o humedad para ventiladores,
11551,42272220,Accesorios para ventiladores,
11552,42272221,Productos de humidificación para ventiladores,
11553,42272222,Productos de retiro del tubo para ventiladores,
11554,42272223,Accesorios o suministros para respiradores,
11555,42272224,Kits de circuitos para ventiladores,
11556,42272225,Accesorios de presión para vías aéreas positivas de doble nivel bi pap,
11557,42272300,Suministros de resucitadores,
11558,42272301,Resucitadores manuales,
11559,42272302,Resucitadores neumáticos,
11560,42272303,Máscaras o accesorios de resucitación,
11561,42272304,Componentes o accesorios de resucitación,
11562,42272305,Conectores de resucitación,
11563,42272306,Kits de resucitación,
11564,42272307,Estuches para aparatos o accesorios de resucitación,
11565,42272500,"Aparatos de anestesia, y accesorios y suministros",
11566,42272501,Aparatos de gas de anestesia,
11567,42272502,Unidades de absorción para aparatos de gas de anestesia,
11568,42272503,Inhaladores de anestesia o unidades de inhalación o accesorios,
11569,42272505,Tubos para aparatos de gas de anestesia o ensamblajes de tubos o ajustes de tubos o accesorios,
11570,42272506,Filtros de pantalla para aparatos de anestesia,
11571,42272507,Control de temperatura para aparatos de anestesia,
11572,42272508,Bomba intratecal,
11573,42272509,Calibradores para máquina de anestesia o accesorios,
11574,42272510,Kits o accesorios para actualización de máquina de anestesia,
11575,42281500,Equipo y accesorios de esterilizadores y de autoclave,
11576,42281501,Esterilizadores químicos o de gas,
11577,42281502,Esterilizadores de aire seco o de aire caliente,
11578,42281503,Esterilizadores de filtro,
11579,42281504,Esterilizadores de bolas de vidrio,
11580,42281505,Manijas de elevación para contenedores o bandejas de esterilización,
11581,42281506,Dispositivos o accesorios eléctricos para limpieza de instrumentos,
11582,42281507,Esterilizadores de radiación,
11583,42281508,Autoclaves o esterilizadores de vapor,
11584,42281509,Contenedores o bandejas de esterilización,
11585,42281510,Ganchos o estantes o sujetadores para instrumentos de esterilización,
11586,42281511,Lámparas de esterilización,
11587,42281512,Tapas de esterilización,
11588,42281513,Placas de identificación de esterilización,
11589,42281514,Calentadores sanitarios o accesorios,
11590,42281515,Gabinetes de esterilización,
11591,42281516,Filtros de esterilización,
11592,42281517,Sistemas de recuperación de agua de esterilización,
11593,42281518,Barras para cánulas de esterilización,
11594,42281519,Esterilizadores de agujas,
11595,42281521,Sets de esterilización,
11596,42281522,Instrumentos de esterilización o insertos de estuches de esterilización,
11597,42281523,Mangas de filtro de esterilización,
11598,42281524,Adaptadores o ensamblajes de adaptadores de esterilización,
11599,42281525,Aireador de gas o químico o de radiación de esterilización,
11600,42281526,Prueba de indicador biológico para incubadoras,
11601,42281527,Concentrado o casete o cartucho de esterilizante de esterilización,
11602,42281528,Accesorios para esterilizador químico o de gas,
11603,42281529,Accesorios para esterilizador de aire seco o de aire caliente,
11604,42281530,Accesorios para esterilizador o autoclave de vapor,
11605,42281531,Esterilizador ultravioleta,
11606,42281532,Esterilizador de plasma de gas,
11607,42281600,Soluciones de desinfectantes y esterilización en frío,
11608,42281603,Desinfectante o esterilizador de instrumentos,
11609,42281604,Desinfectantes de superficies para uso médico,
11610,42281605,Compuestos anti fijación para uso médico,
11611,42281606,Fumigadores de gas para uso médico,
11612,42281700,Soluciones y equipo de limpieza pre- esterilización,
11613,42281701,Limpiadores de cámara para autoclaves o esterilizadores,
11614,42281702,Baldes de remojo desinfectantes,Cubetas de remojo desinfectantes
11615,42281703,Kits de cuidado de instrumentos,
11616,42281704,Limpiadores o detergentes para instrumentos,
11617,42281705,Equipo de lavado desinfectante para equipos e instrumentos de uso médico,
11618,42281706,Lubricantes o leche para instrumentos,
11619,42281707,Almohadillas para remover manchas de los instrumentos,
11620,42281708,Limpiadores de carros de esterilización,
11621,42281709,Cepillos de limpieza de esterilización,
11622,42281710,Desodorantes de esterilización,
11623,42281711,Desincrustadores de esterilización,
11624,42281712,Equipo de limpieza ultrasónica,
11625,42281713,Baldes de escurrido de esterilización,Cubetas de escurrido para esterilización
11626,42281800,Controles y indicadores de esterilización,
11627,42281801,Tiras de prueba de desinfección,
11628,42281802,Etiquetas de esterilización,
11629,42281803,Kits biológicos de esterilización,
11630,42281804,Controles de esterilización,
11631,42281805,Registros indicadores de esterilización,
11632,42281806,Tiras indicadoras de esterilización,
11633,42281807,Cintas indicadoras de esterilización,
11634,42281808,Papeles u hojas de esterilización,
11635,42281809,Sobres de almacenamiento de registros de esterilización,
11636,42281810,Paquetes de prueba y accesorios de esterilización,
11637,42281811,Candado para contenedor de esterilización,
11638,42281900,Suministros de empaquetar y envoltura de esterilización,
11639,42281901,Sujetadores o carritos para envoltorios o sobres de esterilización,
11640,42281902,Fundas o sobre fundas de esterilización,
11641,42281903,Cubiertas contra el polvo de esterilización,
11642,42281904,Bolsas de esterilización,
11643,42281905,Selladores en caliente de esterilización,
11644,42281906,Bandas de instrumentos de esterilización,
11645,42281907,Protectores de instrumentos de esterilización,
11646,42281908,Recubrimientos de bandejas de instrumentos de esterilización,
11647,42281909,Pistolas o cintas o esferos etiquetadores de esterilización,
11648,42281912,Toallas de esterilización,
11649,42281913,Tunos de esterilización,
11650,42281914,Contenedores desechables de esterilización,
11651,42281915,Rollos de esterilización,
11652,42281916,Talegos de esterilización,
11653,42291500,Instrumentos quirúrgicos y productos relacionados para biopsia de los huesos,
11654,42291501,Molinos para biopsia de hueso para uso quirúrgico o productos relacionados,
11655,42291502,Trepanadores para biopsia de hueso para uso quirúrgico,
11656,42291600,Instrumentos quirúrgicos de cortar y lazos y productos relacionados,
11657,42291601,Escalpelos o cuchillos o manijas de cuchillos láser para uso quirúrgico,
11658,42291602,Tornillos o cables o alfileres o instrumentos para cortar alambre para uso quirúrgico,
11659,42291603,Fórceps para cortar hueso para uso quirúrgico,
11660,42291604,Sierras de mano o sierras de alambre o manijas para sierras para huesos para uso quirúrgico,
11661,42291605,Brocas para uso quirúrgico,
11662,42291606,Cinceles o perforadoras para uso quirúrgico,
11663,42291607,Curetas o lanzaderas para uso quirúrgico,
11664,42291608,Bloques o tablas o plataformas de cortado para uso quirúrgico,
11665,42291609,Pinzas para uso quirúrgico,
11666,42291610,Planos para uso quirúrgico,
11667,42291611,Raspadores para uso quirúrgico,
11668,42291612,Tenazas para uso quirúrgico,
11669,42291613,Escalpelos o cuchillos o cuchillas o trepanadores o accesorios para uso quirúrgico,
11670,42291614,Tijeras para uso quirúrgico,
11671,42291615,Tijeras para uso quirúrgico,
11672,42291616,Pinzas o cables de pinzas para uso quirúrgico,
11673,42291617,Espitas para uso quirúrgico,
11674,42291619,Tomos (pinzas de resección) para uso quirúrgico,
11675,42291620,Trocadores quirúrgicos para uso general o accesorios,
11676,42291621,Removedores de anillos de los dedos,
11677,42291622,Adenotomos,
11678,42291623,Periosteotomos,
11679,42291624,Meniscotomos,
11680,42291625,Instrumentos de incisión del talón de los bebés,
11681,42291627,Taladros quirúrgicos o sus accesorios,
11682,42291700,Taladros quirúrgicos de mano y escariadores y instrumentos de punción y accesorios y productos relacionados,
11683,42291701,Brocas de mano o de torsión o kits de brocas o accesorios para uso quirúrgico,
11684,42291702,Escariadores o punzones de mano para uso quirúrgico,
11685,42291703,Perforadoras para uso quirúrgico,
11686,42291704,Punzones o sujeta punzones o accesorios para uso quirúrgico,
11687,42291705,Adaptadores de escariadores para uso quirúrgico,
11688,42291707,Kits de craneotomía,
11689,42291708,Brocas o accesorios para uso quirúrgico,
11690,42291709,Cuchillas de sierra o accesorios para uso quirúrgico,
11691,42291710,Gancho amniótico,
11692,42291800,Abrazaderas quirúrgicas y fórceps y ligadores quirúrgicos y instrumentos relacionados,
11693,42291801,Aplicadores de ligantes de bandas o bandas o productos relacionados para uso quirúrgico,
11694,42291802,Pinzas o ganchos o fórceps o accesorios para uso quirúrgico,
11695,42291803,Pinzas o fórceps láser para uso quirúrgico,
11696,42291804,Pinzas o campana de circuncisión,
11697,42291805,Pinza de cordón umbilical de recién nacidos,
11698,42291900,Posicionadores y portadores de tubos y instrumentos quirúrgicos,
11699,42291901,Sujetadores o posicionadores de instrumentos quirúrgicos,
11700,42291902,Sujetadores o posicionadores de tubos para uso quirúrgico,
11701,42292000,Espejos quirúrgicos,
11702,42292001,Espejos de otolaringología o accesorios para uso quirúrgico,
11703,42292100,Insertadores y extractores quirúrgicos y productos relacionados,
11704,42292101,Insertores o kits de insertores para uso quirúrgico,
11705,42292102,Extractores para uso quirúrgico,
11706,42292103,Porta tubos o llaves para uso quirúrgico,
11707,42292200,Aproximadores y compresores y depresores quirúrgicos y productos relacionados,
11708,42292201,Aproximadores para uso quirúrgico,
11709,42292202,Compresores para uso quirúrgico,
11710,42292203,Depresores para uso quirúrgico,
11711,42292300,Hierros de flexión y herramientas de plegar y tenazas y tensionadores y torceduras quirúrgicos y productos relacionados,
11712,42292301,Instrumentos para doblar para uso quirúrgico,
11713,42292302,Engarzadores para uso quirúrgico,
11714,42292303,Alicates para uso quirúrgico,
11715,42292304,Tensores para uso quirúrgico,
11716,42292305,Agarres para uso quirúrgico,
11717,42292306,Fórceps o tenazas de alambre para uso quirúrgico,
11718,42292307,Llaves para uso quirúrgico,
11719,42292400,Machos de roscar y impulsores quirúrgicos y productos relacionados,
