id,code,descripcion,similar
11720,42292401,Roscas para uso quirúrgico,
11721,42292402,Controladores o sus partes o accesorios para uso quirúrgico,
11722,42292403,Mangos de hachas para uso quirúrgico,
11723,42292500,Martillos y malletes y impactadores y prensas quirúrgicos y productos relacionados,
11724,42292501,Tapones para uso quirúrgico,
11725,42292502,Martillos o martillos quirúrgicos para uso quirúrgico,
11726,42292503,Impactadores o empacadores para uso quirúrgico,
11727,42292504,Prensas para uso quirúrgico,
11728,42292505,Martillos o cabezas de martillo para uso quirúrgico,
11729,42292600,Dilatadores y sondas y ranuras quirúrgicas y productos relacionados,
11730,42292601,Dilatadores o accesorios para uso quirúrgico,
11731,42292602,Muescas para uso quirúrgico,
11732,42292603,Sondas o directores para uso quirúrgico,
11733,42292700,Disectores y Elevadores y Piquetas quirúrgicos y productos relacionados,
11734,42292701,Disectores para uso quirúrgico,
11735,42292702,Levantadores o niveladores para uso quirúrgico,
11736,42292703,Elevadores para uso quirúrgico,
11737,42292704,Picas para uso quirúrgico,
11738,42292800,Instrumentos quirúrgicos de marcar,
11739,42292801,Instrumentos de marcación oftálmica,
11740,42292802,Instrumentos de marcación quirúrgica para uso general,
11741,42292803,Dispositivo de sellamiento y marcado de biopsias,
11742,42292900,Instrumentos quirúrgicos de cerrar la sutura de tejido y productos relacionados,
11743,42292901,Instrumentos de cerclaje para uso quirúrgico,
11744,42292902,Sujetadores de aguja láser para uso quirúrgico,
11745,42292903,Sujetadores de agujas quirúrgicas para uso general,
11746,42292904,Suturas quirúrgicas o pasadores de alambre o productos relacionados,
11747,42292907,Sistemas para estirar la piel,
11748,42292908,Dispositivos de costura de bolsa para uso quirúrgico,
11749,42293000,Dispositivos quirúrgicos de medir y productos relacionados,
11750,42293001,Calibradores o reglas para uso quirúrgico,
11751,42293002,Sondas o varas de medición para uso quirúrgico,
11752,42293003,Instrumentos de medición de ganchos para uso quirúrgico,
11753,42293004,Instrumentos quirúrgicos de determinación de tamaño para uso general,
11754,42293005,Instrumentos de determinación de tamaño de válvula para uso quirúrgico,
11755,42293006,Cintas de medición para uso quirúrgico,
11756,42293100,Retractores quirúrgicos y productos relacionados,
11757,42293101,Retractores láser para uso quirúrgico,
11758,42293102,Ganchos de retracción para uso quirúrgico,
11759,42293103,Retractores de fibra óptica iluminados para uso quirúrgico,
11760,42293104,Mordazas o accesorios para uso quirúrgico,
11761,42293105,Retractores de inclinación para uso quirúrgico,
11762,42293106,Sets de retractores para uso quirúrgico,
11763,42293107,Retractores quirúrgicos para uso general,
11764,42293108,Estabilizadores para uso quirúrgico,
11765,42293109,Protectores de tejidos para uso quirúrgico,
11766,42293110,Retractores ortopédicos,
11767,42293111,Retractores oftálmicos,
11768,42293112,Retractores torácicos o cardiovasculares,
11769,42293113,Retractores de vena,
11770,42293114,Retractores bucales,
11771,42293115,Retractores traqueales,
11772,42293116,Retractores rectales,
11773,42293117,Retractores gastrointestinales,
11774,42293118,Retractores uterinos,
11775,42293119,Retractores abdominales,
11776,42293120,Retractores de columna o nervios,
11777,42293121,Retractores de glándulas,
11778,42293122,Retractores de oído,
11779,42293123,Retractores para cirugía plástica,
11780,42293124,Retractores de nervios,
11781,42293125,Retractores de esternón,
11782,42293126,Retractores para amputación,
11783,42293127,Retractores de tejidos,
11784,42293128,Retractores de piel,
11785,42293129,Retractores para micro cirugía,
11786,42293130,Retractores de pulmón,
11787,42293131,Retractores de párpado,
11788,42293132,Retractores de dedos,
11789,42293133,Anillos de retracción para uso quirúrgico,
11790,42293134,Retractores cervicales,
11791,42293135,Retractores de labios,
11792,42293136,Adaptadores de retractores,
11793,42293137,Cuchillas retractoras ortopédicas,
11794,42293138,Retractores para urología o sus accesorios para uso quirúrgico,
11795,42293139,Accesorios para retractores,
11796,42293200,Instrumentos quirúrgicos de mioma,
11797,42293201,Destornilladores para miomas para uso quirúrgico,
11798,42293300,Distractores y esparcidores y separadores quirúrgicos y productos relacionados,
11799,42293301,Distractores o accesorios para uso quirúrgico,
11800,42293302,Separadores para uso quirúrgico,
11801,42293303,Espéculos para uso quirúrgico,
11802,42293304,Extensores para uso quirúrgico,
11803,42293400,Manipuladores y posicionadores quirúrgicos de implante y productos relacionados,
11804,42293401,Guías para uso quirúrgico,
11805,42293403,Sujetadores de implantes para uso quirúrgico,
11806,42293404,Empujadores para uso quirúrgico,
11807,42293405,Instrumentos de manipulación para uso quirúrgico,
11808,42293406,Posicionadores de implantes para uso quirúrgico,
11809,42293407,Filiforme para dilatar el uréter o la uretra,
11810,42293408,Seguidor para uréter o uretra,
11811,42293500,Cánulas y puntas y estiletes de irrigación y succión quirúrgica y productos relacionados,
11812,42293501,Piezas de mano de irrigación o succión o cánulas o puntas o productos relacionados para uso quirúrgico,
11813,42293502,Cánulas o puntas de succión o irrigación láser o productos relacionados para uso quirúrgico,
11814,42293503,Dispositivos o curetas de extracción al vacío o productos relacionados para uso quirúrgico,
11815,42293504,Suministros o accesorios de irrigación o aspiración oftálmica,
11816,42293505,Sondas de drenaje de succión para uso quirúrgico,
11817,42293506,Bulbos de succión para uso quirúrgico,
11818,42293507,Reservorios de succión para uso quirúrgico,
11819,42293508,Suministros o accesorios de irrigación o aspiración de oído nariz y garganta ent,
11820,42293509,Sets o accesorios de irrigación para uso quirúrgico,
11821,42293600,Bougies quirúrgicos y sondas y obturadores y productos relacionados,
11822,42293601,Bujías para uso quirúrgico,
11823,42293602,Obturadores para uso quirúrgico,
11824,42293603,Sondas para uso quirúrgico,
11825,42293700,Machacadoras y excavadoras y fragmentadoras quirúrgicas y productos relacionados,
11826,42293701,Trituradores para uso quirúrgico,
11827,42293702,Excavadoras para uso quirúrgico,
11828,42293703,Molinos de hueso para uso quirúrgico,
11829,42293800,Agarradores y buscadores y excavadores y desmoldadores quirúrgicos y productos relacionados,
11830,42293801,Pasadores para uso quirúrgico,
11831,42293802,Buscadores para uso quirúrgico,
11832,42293803,Removedores para uso quirúrgico,
11833,42293804,Excavadoras o accesorios quirúrgicos.,
11834,42293900,Instrumentos quirúrgicos para empaque de heridas y productos relacionados,
11835,42293901,Anillos de laparoscopia para uso quirúrgico,
11836,42293902,Instrumentos para cubrir heridas para uso quirúrgico,
11837,42294000,Espátulas y cucharas y cucharones quirúrgicos y productos relacionados,
11838,42294001,Cucharas hondas para uso quirúrgico,
11839,42294002,Espátulas para uso quirúrgico,
11840,42294003,Cucharas para uso quirúrgico,
11841,42294100,Dispositivos esqueléticos quirúrgicos de tracción y productos relacionados,
11842,42294101,Lazos de tracción o bucles de tracción o productos relacionados para uso quirúrgico,
11843,42294102,Dispositivos de tracción del cráneo para uso quirúrgico o productos relacionados,
11844,42294103,Collares de tracción para uso quirúrgico,
11845,42294200,Juegos de instrumentos y sistemas y bandejas quirúrgicos,
11846,42294201,Sets de instrumentos quirúrgicos torácicos o cardiovasculares,
11847,42294202,Sets o sistemas de instrumentos de fijación externa,
11848,42294203,Sets de instrumentos quirúrgicos generales,
11849,42294204,"Sets de instrumentos para micro cirugía, cirugía plástica o cirugía delicada",
11850,42294205,Sets de instrumentos neuroquirúrgicos o espinales,
11851,42294206,Sets de instrumentos para cirugía oftálmica,
11852,42294207,Sets de instrumentos para cirugía maxilofacial,
11853,42294208,Sistemas de instrumentos para revisión ortopédica o completa de articulaciones,
11854,42294209,Sistemas de instrumentos para fijación de trauma ortopédico,
11855,42294210,Sets de instrumentos para cirugía otolaringológica,
11856,42294211,Bandejas de procedimientos o instrumentos especiales o a la medida para uso quirúrgico,
11857,42294212,Sets de instrumentos para cirugía urológica,
11858,42294213,Sets de instrumentos para cirugía por laparoscopia,
11859,42294214,Sets de instrumentos para cirugía de traqueotomía,
11860,42294215,Sets de instrumentos para cirugía de craneotomía,
11861,42294216,Sets de instrumentos para cirugía de angiografía,
11862,42294217,Sets de instrumentos para cirugía gastroscópica,
11863,42294218,Sets de instrumentos para cirugía de oído nariz y garganta ent,
11864,42294219,Sets de instrumentos para cirugía ortopédica,
11865,42294220,Sistemas de recuperación y entrega de sangre,
11866,42294300,Instrumentos de biopsia de invasiva mínima del pecho y suministros y equipo,
11867,42294301,Conductores o módulos de disparo o accesorios para biopsia de seno mínimamente invasiva,
11868,42294302,Unidades de carga premium para biopsia de seno mínimamente invasiva,
11869,42294303,Guías de aguja para biopsia de seno mínimamente invasiva,
11870,42294304,Instrumentos marcadores para biopsia de seno mínimamente invasiva,
11871,42294305,Unidades de vacío o accesorios para biopsia de seno mínimamente invasiva,
11872,42294306,Aguja de localización de seno,
11873,42294400,Sistemas cardiacos y vasculares,
11874,42294401,Sistemas de cosecha de venas,
11875,42294402,Sistemas de visualización coronaria,
11876,42294500,Instrumentos de especialidad oftálmica y productos relacionados,
11877,42294501,Conformadores o protectores para cirugía oftálmica,
11878,42294502,Pesas de párpados para cirugía oftálmica,
11879,42294503,Anillos de fijación para cirugía oftálmica,
11880,42294504,Instrumentos de membrana intraocular para cirugía oftálmica,
11881,42294505,Placas de párpado para cirugía oftálmica,
11882,42294506,Rotadores de núcleo para cirugía oftálmica,
11883,42294507,Fresas o manijas o removedores de anillos de óxido para uso oftálmico,
11884,42294508,Puntas de aguja de irrigación o aspiración para uso oftálmico,
11885,42294509,Agujas para cirugía oftálmica,
11886,42294510,Esponjas para cirugía oftálmica,
11887,42294511,Cuchillos o cuchillas o tijeras o accesorios para cirugía oftálmica,
11888,42294512,Protectores de ojos o sus accesorios,
11889,42294513,Kits de vitrectomía oftálmica,
11890,42294514,Sondas de borrado hemostático,
11891,42294515,Pulidores de lentes oftálmicos,
11892,42294516,Sujetadores de ojos o sus accesorios,
11893,42294517,Insertos ópticos,
11894,42294518,Sets de ajuste de insertos ópticos,
11895,42294519,Cucharas o curetas oftálmicas,
11896,42294520,Sujetadores de lentes o accesorios para uso oftálmico,
11897,42294521,Componentes de combado escleral,
11898,42294522,Sets de punctum de tapón para uso oftálmico,
11899,42294523,Suministros para cirugía plástica oftálmica o sus productos relacionados,
11900,42294524,Magnetos de ojos para cirugía oftálmica,
11901,42294525,Sets de instrumentos médicos oftálmicos,
11902,42294526,Dilatadores o sets de lagrimales,
11903,42294527,Gas intraocular,
11904,42294528,Agente visco elástico o dispositivo visco quirúrgico,
11905,42294529,Cistotomo,
11906,42294530,Lente de vitrectomía,
11907,42294531,Lente láser para uso oftálmico,
11908,42294600,Productos de autotransfusión,
11909,42294601,Bolsas de autotransfusión o transferencia de sangre,
11910,42294602,Kits de contenedores de autotransfusión o kits centrífugos,
11911,42294603,Unidades de autotransfusión,
11912,42294604,Filtros de autotransfusión,
11913,42294605,Reservorios o sus accesorios de autotransfusión,
11914,42294606,Sets o kits de tubos de autotransfusión,
11915,42294607,Válvulas de autotransfusión,
11916,42294700,Equipo de perfusión de corazón abierto y monitores y accesorios y productos relacionados,
11917,42294701,Máquinas o accesorios de corazón y pulmones,
11918,42294702,Bombas y accesorios de balón intra aórtico,
11919,42294703,Dispositivos o accesorios de succión intra cardíaca,
11920,42294704,Filtros de perfusión o productos relacionados,
11921,42294705,Monitores de parámetros de sangre de perfusión o accesorios o productos relacionados,
11922,42294706,Trampas de burbujas de perfusión,
11923,42294707,Sets de cardioplegia de perfusión,
11924,42294708,Reservorios de cardiotomía de perfusión,
11925,42294709,Sistemas centrífugos de perfusión o accesorios,
